ra,dec,PA,dPA
0.9133951058533404,0.5442443520782633,-0.4472056848831221,0.13885970323768662
0.9133951266076814,0.5442785311733276,-0.3496402476568126,0.13022415449613758
0.9134351004612802,0.544312692242839,-0.05343706792044452,0.12492345464373364
0.9133951473628853,0.5443127102746999,-0.07288970332943666,0.11985535025303197
0.9134351220475875,0.5443468713490456,-0.24754111414136004,0.12881221528941048
0.9133952096336722,0.5444152476158702,0.6680333912208278,0.11760184842851343
0.9134351868118923,0.544449408704239,0.27754388708685074,0.13352385146814716
0.9133952303923266,0.5444494267416784,0.41773002432588097,0.14758186649080088
0.9121965368956956,0.5444496389469834,0.6999539922625108,0.12354104311129256
0.9121965327437882,0.544483818095108,0.6770031556913256,0.10347693659756835
0.9121565754542907,0.5444838142043745,0.4862170603403916,0.09817723575382138
0.9121166181655587,0.5444838096062348,0.29039238619095126,0.14924099343025246
0.913395271912224,0.5445177850109426,0.6988035804394418,0.1255531686795454
0.9122764448333216,0.5445180029087486,0.4170992964488325,0.15444540534160822
0.9122364867122598,0.5445180004326355,0.48651104715748056,0.13529141493894856
0.9119967380010727,0.5445179707192834,-0.9299871303474659,0.14484777337641433
0.9119567798862631,0.5445179632909461,-0.853431680461569,0.09867100397085879
0.9119168217728573,0.5445179551551487,-0.5625748001074908,0.11225554534198585
0.9118768636609824,0.5445179463118905,-0.13879463075718154,0.12814907772077397
0.9132354569996178,0.5445520292456005,-0.10727672685215878,0.1068107341818616
0.9122764423419699,0.54455218206889,0.21108590835103122,0.12835628125332912
0.9122364833904575,0.5445521795925856,0.21895264255008023,0.09337718044012186
0.9120366886431043,0.5445521565983329,-0.521528550197662,0.1279126972426573
0.9119967296965685,0.5445521498769361,-0.5983508508848615,0.10927101722534152
0.9119567707513089,0.5445521424480247,-0.575561311607526,0.11007914206788545
0.9119168118074529,0.5445521343115981,-0.46390855926863594,0.11014738811682051
0.9118768528651282,0.5445521254676566,-0.15026320049481776,0.14844758597641264
0.9123963191982934,0.5445863644187671,0.2911711103437999,0.10849890516723495
0.9123563594155304,0.5445863640649824,0.32885366483296163,0.1520811762210738
0.9122764398505148,0.5445863612347012,0.036365352734787276,0.09817004843470652
0.9122364800685173,0.5445863587582057,0.19372641113765976,0.10756026499618969
0.9120366811687396,0.5445863357621753,-0.2746794366272337,0.08674189551246729
0.9119967213917192,0.544586329040259,-0.36182226180713856,0.10810021100378728
0.911876842068825,0.5445863046290922,0.48229070105472494,0.12859153707815518
0.9131955312942092,0.5446204020654849,-0.2470758093239605,0.15826631041976036
0.9123963191982934,0.5446205435904145,0.40303228175525485,0.09164346795939193
0.9123563585850107,0.5446205432366019,0.3740571848012342,0.0776445563932199
0.9123163979718558,0.5446205421751648,0.03737351397333256,0.16271119375275167
0.912276437358956,0.5446205404061024,-0.33164200264470256,0.1173420221749018
0.9120366736940642,0.5446205149316072,-0.25716985640650936,0.08275326723297234
0.9119967130865245,0.5446205082091716,-0.38060974147791943,0.12966149006294006
0.9118368706704044,0.5446204742431853,-1.44770275217441,0.11787528059627583
0.9132355093223152,0.5446545667242837,-0.42502956442674006,0.12893063171328845
0.9130357022128933,0.5446546321846036,-1.0153294096018668,0.14654425613988484
0.9123963191982934,0.544654722767572,0.6125152778740882,0.12305180970064308
0.9123563577544567,0.5446547224137323,0.5964519723007304,0.11175416566626986
0.9118368590426503,0.5446546534149826,-1.226799970193637,0.1428699253937411
0.9117968976122148,0.5446546431536328,-1.323034878111767,0.14790907490003535
0.9131955645170431,0.5446887604033528,0.32456435415764867,0.10223197707429857
0.9131556022668689,0.5446887742041616,0.234456584562587,0.12778190642202855
0.9131156400142696,0.5446887872972378,-0.050843796242922755,0.1471483290543146
0.911836847414413,0.5446888325922106,-1.0357656824837853,0.10997051251202014
0.9131955811294958,0.5447229395803522,0.23770467270402493,0.15250760134349833
0.9131556180487002,0.5447229533822275,0.06649019915960314,0.159314303474092
0.9131156549654791,0.5447229664763151,-0.09601065139673369,0.1074515421658561
0.9129558026108947,0.5447230117747887,0.059343800082480615,0.11845794799837668
0.9118368357856922,0.5447230117747887,-0.9096522861293668,0.13823422136534488
0.9131156699173097,0.5447571456606639,-0.2575165534959159,0.10634235076771859
0.9130757060011346,0.5447571580479211,-0.29243703693937934,0.10334988339141722
0.9129957781624015,0.5447571806989083,-0.7262074117516651,0.11015766446696827
0.9129558142400989,0.5447571909626377,-0.11990952324647823,0.11938342117886398
0.9129158503160091,0.5447572005185243,0.26365180103197977,0.14186349581895955
0.9128758863902597,0.5447572093665677,-0.17415722139411313,0.10838756224708507
0.9128359224629786,0.5447572175067682,-0.6249432691289449,0.09686125218810086
0.9118767880805778,0.5447572005185243,-0.031827052861693884,0.15610028018824768
0.9114771489354208,0.5447570731067449,-0.5330640346922653,0.1521426888125384
0.9131156848697622,0.5447913248502027,-0.48156737667654015,0.12961417812472859
0.9130757201228961,0.5447913372384173,-0.43842582757234816,0.08669201424776726
0.9129957906227805,0.5447913598911547,-0.947873170231911,0.14309597297508214
0.9128758963585643,0.5447913885610297,-0.2515323351549514,0.10882811869919304
0.9128359316005914,0.5447913967018588,-0.4122690779893737,0.10544804145560077
0.9130757342452445,0.5448255164340242,-0.31321004762632,0.12256038266113711
0.9130357686654823,0.5448255281152442,-0.3850106894232731,0.15726906860038375
0.9129158719144502,0.5448255589111913,-0.1201615279319041,0.11443258658641131
0.9128759063272832,0.5448255677606019,-0.09762169572679799,0.05842283670580719
0.9128359407385842,0.5448255759020605,-0.12270686454679022,0.05756716921708006
0.9127959751484807,0.5448255833355663,-0.40516303130533754,0.08500395426583933
0.9127560095571006,0.5448255900611194,-0.49005293238081427,0.0816560757804037
0.9126361127765766,0.5448256059900622,-0.542947689517255,0.11150177207290424
0.9125961471813665,0.5448256098838045,-0.9422405752497456,0.11052876689600323
0.9129558491306121,0.544859728557009,-0.11331294916029029,0.14730594207610315
0.9129158827143442,0.5448597381151108,0.13199300950707923,0.09559957110175318
0.9128759162964166,0.5448597469652056,0.05067347932954803,0.04208341775664774
0.9128359498769567,0.5448597551072929,-0.18051616398058684,0.03363522961696735
0.9127959834560924,0.5448597625413736,-0.4023863149187581,0.028594725286412378
0.9127560170339514,0.5448597692674461,-0.3953050166705068,0.029335355248284286
0.9127160506106611,0.5448597752855115,-0.43214234328396445,0.05736951369727619
0.9125961513351728,0.5448597890916622,-1.0705468878488125,0.1302477542488256
0.9125162184814425,0.5448597947557244,0.45173866210069297,0.1496345440943987
0.9120366213626356,0.5448597692674461,-1.1200563225326265,0.1245844980700694
0.9131157297308494,0.544893862449165,0.44569874127136005,0.10872214833711584
0.9129958280070257,0.5448938974982394,0.0012502774294742805,0.13172738127422198
0.9129558607617503,0.5448939077651415,0.10009183249394507,0.08768663109067387
0.9129158935146873,0.5448939173239816,0.270131003181636,0.11968047792615395
0.9128759262659645,0.54489392617476,0.08183907752094255,0.05172762464217339
0.9128359590157092,0.5448939343174766,-0.23515877985863687,0.031844037874754906
0.9127959917640496,0.54489394175213135,-0.4108148160420346,0.020201743214587932
0.9127560245111129,0.5448939484787237,-0.4092277084840534,0.01897552972242715
0.9127160572570273,0.544893954497254,-0.504165518140298,0.026072897198832618
0.9126760900019201,0.544893959807722,-0.5520705629879759,0.042710832788101054
0.912636122745919,0.5448939644101279,-0.6704625456947523,0.08767654607299309
0.9118367776348367,0.5448939077651415,-1.2666427605493722,0.1453736408959593
0.9117968103895613,0.5448938974982394,-1.138686436280574,0.144531493898877
0.9135154252380588,0.5449278787918918,-1.0200645506866834,0.1180539314026519
0.9129958404694769,0.5449280767104503,-0.14424209632449841,0.11851674856290317
0.9129558723933721,0.5449280869781452,-0.043790576832193846,0.10599917885146726
0.9128759362359266,0.5449281053891859,0.1343270181512412,0.10791285570436461
0.9128359681548416,0.5449281135325318,-0.17940443823559746,0.05162856248541984
0.9127960000723521,0.5449281209677602,-0.41933857821923,0.023679017835516184
0.9127560319885855,0.5449281276948726,-0.47926867437093673,0.012618777441616533
0.91271606390366955,0.5449281337138678,-0.5910880290929074,0.009225902037709018
0.9126760958177322,0.5449281390247459,-0.5833460515341493,0.010332417033000899
0.912636127730901,0.5449281436275076,-0.48311559937216675,0.022197918612400794
0.9125961596433035,0.5449281475221521,-0.43629969137184155,0.09869151752821173
0.91307579074051,0.5449622332659632,-0.25601946160205125,0.08639981707833294
0.9130358218374999,0.5449622449507929,-0.3588837413229417,0.14375636043737453
0.9128759462063034,0.5449622846084035,-0.2711362859454215,0.11394800974290051
0.9128359772943541,0.5449622927523781,-0.32312378816833387,0.06444335572134026
0.9127960083809998,0.5449623001881813,-0.3761064205677171,0.018778145390792644
0.9127560394663687,0.5449623069158128,-0.48585064781895254,0.005318029997736713
0.9127160705505883,0.5449623129352732,-0.5729867669374709,0.0029026296353065776
0.9126761016337862,0.5449623182465617,-0.5570316014292881,0.003307287143994649
0.9126361327160902,0.5449623228496788,-0.46496883341481693,0.006961420959786504
0.912596163797628,0.5449623267446237,-0.3704723629970323,0.03243420318565489
0.9123163813576657,0.5449623341804287,1.3370147656523717,0.1513248670405676
0.9122364435180595,0.5449623299313974,0.2089127870622533,0.125646305856291
0.9103179383301881,0.5449613781509235,-0.22238360372626476,0.1423720579498055
0.9102779695857823,0.5449613409721005,-0.4111585861392161,0.10980691351666537
0.9102380008481457,0.544961303085118,-0.2564576057315597,0.15459841960601428
0.910038157265951,0.5449611030278176,0.21842626078984928,0.10310903048730982
0.9128759561770947,0.5449964638323325,-0.48767490488207316,0.10202228964994269
0.9128359864342463,0.5449964719769361,-0.5830475937699993,0.06583300905613937
0.9127960166899933,0.5449964794133135,-0.3829302435467665,0.01573490417794689
0.9127560469444631,0.5449964861414649,-0.4798510264311169,0.0038847367957082
0.9127160771977834,0.5449964921613902,-0.5547456339671354,0.0020943855630772942
0.9126761074500821,0.5449964974730891,-0.5493753850810166,0.0023414455170630444
0.9126361377014868,0.544996502076561,-0.45823517843248096,0.005254267120467027
0.9125961679521253,0.5449965059718072,-0.36498261805335586,0.02309866703295199
0.9118367427385207,0.544996445418447,-1.2511710791541653,0.09970367198058228
0.911796773000653,0.5449964351491658,-1.2008814612350431,0.09431507965287224
0.9103178951236023,0.544995557304837,0.17749738341672708,0.1471049044859411
0.9102779255483081,0.5449955201231423,0.26158505219436334,0.14677777814099108
0.9131557601147083,0.545030566212411,0.16312226582509345,0.14829484391320233
0.9128359955745189,0.5450306512061256,-0.5119426690145347,0.08457479310757886
0.9127960249993322,0.5450306586430775,-0.38312265150555,0.02055262069850205
0.9127560544228682,0.5450306653717487,-0.46697498283813155,0.00550371625327087
0.9127160838452548,0.5450306713921388,-0.5398617898656373,0.003053356159711187
0.9126761132666198,0.5450306767042479,-0.5388414191226862,0.003540713895654406
0.9126361426870907,0.5450306813080759,-0.4582623857008068,0.008102622010215556
0.9125961721067952,0.5450306852036231,-0.4224458370288474,0.03476173915648417
0.911836731105448,0.5450306246455855,-1.2505546313935068,0.08856046363199503
0.9117967605366473,0.545030614375511,-1.344610890865859,0.11326076353829126
0.9117567899697623,0.5450306033971566,1.5615710725009126,0.15200838023312996
0.9117168194049206,0.5450305917105213,-1.5092054459653603,0.15357813667127929
0.9116768488422502,0.5450305793156062,-0.9356081314149078,0.13062940841231604
0.9116368782818786,0.545030566212411,-0.6185571048088856,0.1478894446014129
0.9115569371685434,0.5450305378811818,-0.2552727796578202,0.10848383953605166
0.910277881509003,0.5450296992788151,0.23481772110286087,0.15168892578382825
0.9128360047151713,0.5450648304398673,-0.5815799786144408,0.09527483591839425
0.9127960333090165,0.5450648378773933,-0.5126394052739269,0.035274252619738634
0.9127560619015843,0.5450648446065844,-0.4924503441778289,0.013185871066421048
0.9127160904930027,0.5450648506274395,-0.5133821793346822,0.008283017279119509
0.9126761190833994,0.5450648559399583,-0.4926971419899978,0.009800075709027226
0.9126361476729018,0.5450648605441423,-0.4413802743297045,0.019837823248072487
0.9125961762616378,0.5450648644399899,-0.5405790939830327,0.05330169017469783
0.9122364335468517,0.5450648676275021,1.4940051060362334,0.14446437531972556
0.9118367194718918,0.5450648038772758,-1.5651939138054765,0.093284438986662
0.9117967480721232,0.5450647936064081,1.425622753282024,0.13521525867181775
0.9116768338848238,0.5450647585437957,-0.8376503569179922,0.08654065447758591
0.9116368624934851,0.5450647454395888,-0.7049925733718735,0.09883337127625505
0.9115968911045732,0.5450647316270472,-0.28050342279737667,0.13844048556084482
0.9115569197182156,0.545064717106171,-0.11718874821226097,0.11707769852054611
0.9101978950139537,0.5450638019391906,-0.3369029757653272,0.14833959742874664
0.912995902789506,0.5450989728417774,-1.4393487581162827,0.13999632465105274
0.9129559305587351,0.5450989831134383,-1.2379324275559753,0.10352363009954868
0.9129159583261761,0.545098992676709,-1.0563321498635192,0.0955712176656694
0.9128759860919564,0.5450990015315901,-0.9256670472183,0.09335500233248531
0.9128360138562039,0.5450990096780809,-0.7611645135161206,0.10412758671593753
0.9127960416190464,0.5450990171161815,-0.7702137652264044,0.05894158669650146
0.9127560693806115,0.5450990238458917,-0.5997978319842511,0.02992595630045709
0.912716097141027,0.5450990298672118,-0.4970642886609043,0.023968956672143778
0.9126761249004207,0.5450990351801415,-0.4129317610760597,0.028052044497886165
0.9126361526589201,0.5450990397846807,-0.41156856335929687,0.03852945226127155
0.9125961804166532,0.5450990436808294,-0.5274181086313439,0.05195467960267636
0.9125562081737477,0.545099046868587,-0.41201581910331975,0.13822120020409603
0.9118367078378518,0.5450989831134383,1.3077593876696125,0.11956578450935312
0.9129959152550667,0.5451331520815385,-1.4901859430228699,0.11608654664713941
0.9129559421932588,0.5451331623539926,-1.1608862747352358,0.10221984145957021
0.9129159691296629,0.5451331719180019,-0.8930096368675253,0.06521848595196683
0.9128759960644062,0.5451331807735665,-0.7849890477409376,0.06620216519022039
0.9128360229976165,0.5451331889206865,-0.8862796796998598,0.15035827834579776
0.9127960499294216,0.5451331963593619,-0.9723976349451164,0.10259654753206852
0.9127560768599495,0.5451332030895918,-0.6110307684058797,0.061556123590951736
0.9127161037893277,0.545133209111377,-0.5076563470926095,0.042127080974804325
0.9126761307176838,0.5451332144247168,-0.5085768494391416,0.0420863342197479
0.9126361576451459,0.5451332190296112,-0.5077163822327979,0.06243223578590177
0.9125961845718414,0.5451332229260609,-0.5151222429374406,0.10115923166284184
0.9125562114978983,0.545133226114065,-0.481979772728305,0.1149811259414272
0.9125162384234442,0.5451332285936237,-0.6058497795044872,0.12526832486521966
0.9124762653486069,0.5451332303647368,-0.6448769252735338,0.12981460909072137
0.911676803968105,0.5451331170135106,-1.073773810978183,0.12413479777350275
0.9116368309147282,0.5451331039072794,-0.9933229585137637,0.08743395847852603
0.9115968578637786,0.5451330900926047,-1.0109281006025994,0.1258362420210301
0.912915979933599,0.54516735116360715,-0.8395370903602499,0.14196291514870638
0.9128760060372706,0.5451673600198556,-0.8430490753375567,0.1402827860127558
0.9128360321394092,0.5451673681676046,-1.1274273550590805,0.1554374067696392
0.9127960582401426,0.5451673756068541,-1.1686739907673487,0.10060626509596766
0.91275608433959865,0.5451673823376038,-0.6691353836829702,0.1359159907929449
0.9127161104379048,0.545167388359854,-0.4453031170653647,0.06937910787818102
0.9126761365351891,0.5451673936736039,-0.5675415518567692,0.05972652109040167
0.912636162631579,0.5451673982788541,-0.6625882464238502,0.10115599891449417
0.9125562148221871,0.5451674053638547,-0.810434225779702,0.10315591803369369
0.9125162409166608,0.5451674078436052,-0.6300286499155974,0.07058867706263806
0.9124762670107512,0.5451674096148553,-0.7107977510391087,0.12751397689177588
0.9116368151243651,0.5451672831476335,-0.9863789031291413,0.11892368726154093
0.9113969718731226,0.5451671896257109,-0.04180403774561733,0.1327125765846145
0.9128360412815822,0.545201547418755,-1.1987127823178787,0.09356883787523222
0.9127960665512092,0.5452015548585794,-1.1579966634522532,0.08968136792205147
0.9126761423529361,0.5452015729267238,-0.59412779856263,0.10578517158922393
0.9126361676182194,0.5452015775323295,-0.6847857255285356,0.10557884471789943
0.9125961928827363,0.5452015814293806,-1.0345281776233684,0.10155652284835054
0.9125562181466141,0.5452015846178774,-0.883867832363395,0.07564011146467849
0.9125162434099813,0.545201587097819,-0.6396940458729369,0.06135185543982502
0.9124762686729648,0.545201588869206,-0.8043962226287105,0.08439137948633549
0.912436293935693,0.5452015899320382,-1.0647930752437518,0.13063142573723852
0.9120765213098284,0.5452015676125633,1.1914314811943096,0.12119607492585734
0.9118366729328291,0.5452015208479584,0.3125801918176393,0.15102016400508153
0.9117966982088441,0.545201510573918,0.22020039328706242,0.09538417793480287
0.9117567234867754,0.5452014995913237,-0.10027024290470085,0.10388939847486624
0.9113569763995955,0.5452013507949518,0.04047852080853822,0.12360676933479167
0.9128360504241352,0.5452357266740582,-1.1484691813724728,0.1096213064978058
0.9127960748626214,0.5452357341144564,-1.065172688123965,0.08208008161013457
0.9127560992998299,0.5452357408462455,-0.9014060640630204,0.10775983518038651
0.9126361726050671,0.5452357567899574,-0.8051106263626774,0.10943167053813788
0.9125961970384429,0.5452357606873095,-0.9295596067826981,0.07595972382300638
0.9125562214711794,0.5452357638760522,-0.8867381735818721,0.08950956893773007
0.9125162459034052,0.5452357663561854,-0.7885063988448867,0.10656657353393925
0.9124762703352475,0.545235768127709,-0.8712055402456765,0.1373034809473625
0.9120765146606984,0.5452357468694253,1.23831148654027,0.09254117475468383
0.912036539096757,0.5452357408462455,1.0977381680360188,0.12090043306197895
0.9119166124123433,0.545235718525051,-1.445680479804272,0.13835691722573165
0.9118366612968539,0.54523570010121,-0.14557872359342885,0.1538799405664272
0.9117966857417285,0.5452356898263764,-0.0696508742360151,0.07082876242316208
0.9117567101885192,0.5452356788429342,-0.10442508142571322,0.07000516224606014
0.9117167346373545,0.5452356671508837,-0.384346704993607,0.1436789763041138
0.9116767590883618,0.5452356547502251,-0.619933709274607,0.07570224813123966
0.9116367835416688,0.5452356416409578,-0.6399795641527728,0.062182796498564626
0.9115968079974033,0.5452356278230827,-0.46866732024687496,0.09597054263783031
0.9113169792662484,0.5452355112569486,0.46876587204447173,0.10032137910153531
0.9112370282293348,0.5452354715748778,0.009784605852102293,0.1508489984683365
0.9129559887361921,0.5452698793585344,-1.5685077367695603,0.13265231849703013
0.9129160123481026,0.545269888925498,-1.4173566950453538,0.0868584962079976
0.9128760359583521,0.545269897783798,-1.253792687109539,0.11471713991826304
0.9128360595670685,0.5452699059334339,-1.0905510309095923,0.1231218200082072
0.9127960831743791,0.5452699133744066,-1.1120284966724774,0.08934539493278769
0.9127561067804121,0.5452699201067155,-1.1288802206155588,0.08249120399451162
0.9127161303852951,0.5452699261303604,-1.12809212071644,0.10848728919179457
0.9126761539891559,0.5452699314453413,-1.303197993191678,0.09980743132435353
0.9126361775921223,0.5452699360516582,-1.0205577271178736,0.1397465938956204
0.9123563427985767,0.5452699484532815,-0.43790968320286877,0.14081832809709027
0.9121964372022648,0.5452699399493112,0.9908941012964867,0.14740644064082786
0.9121164844074311,0.5452699314453413,1.2988774463273918,0.15220149994316995
0.9120765080112919,0.5452699261303604,1.4100820031654149,0.12029591939353804
0.9119166024382348,0.545269897783798,-1.3659300145421187,0.1405675274102998
0.9118366496603948,0.5452698793585344,-0.8297626641616845,0.136321353626922
0.9117966732740944,0.5452698690829078,-0.5220153108657106,0.09079401744056714
0.9116767441272031,0.545269834004048,-0.45471537070514845,0.0751477041252167
0.9116367677493354,0.545269820893769,-0.49299692736550155,0.048725869367615166
0.9115967913738957,0.5452698070748274,-0.4478715813877574,0.039166791098893254
0.9115568150010115,0.5452697925472234,-0.28822027977803866,0.07050163378101172
0.9129160231538358,0.5453040681875535,-1.1560165775995759,0.11761576835422631
0.9128760459328755,0.5453040770465374,-0.8226602953775051,0.08432911200562981
0.9128360687103818,0.5453040851968026,-0.9485315471396575,0.09606273171563863
0.9127960914864826,0.5453040926383497,-1.1655502781762754,0.08973713909832476
0.9127561142613054,0.5453040993711782,-1.2572913094807134,0.08501087154978663
0.9127161370349782,0.5453041053952882,-1.2482542886150978,0.08971921718860203
0.9126761598076288,0.5453041107106794,-1.2870675791329662,0.11630621235104402
0.9125162508905643,0.5453041248850568,-1.389859928517985,0.14313303550277034
0.9122763875060227,0.5453041248850568,-0.9801771149691537,0.1031357571450157
0.9121564558172021,0.5453041153173516,1.4117360669033547,0.10601775921860644
0.9121164785889582,0.5453041107106794,1.4523743210671671,0.12266096860283593
0.9120765013616088,0.5453041053952882,1.3241330843399384,0.1439114390602422
0.9120365241352815,0.5453040993711782,1.402003362324754,0.1362435192603356
0.9119965469101045,0.5453040926383497,1.3486261612526027,0.14182001975556463
0.9119565696862051,0.5453040851968026,-1.5423362034319386,0.08459216504672973
0.9119165924637115,0.5453040770465374,-1.4539732232608475,0.09145716433519147
0.9118766152427511,0.5453040681875535,-1.5327375747997165,0.1274116275740011
0.9117966608059416,0.5453040483434316,-0.6367883064653008,0.1156847187226112
0.9116767291654224,0.5453040132618644,-0.07603610162478128,0.09337415323035453
0.9116367519563456,0.5453040001505731,-0.308355694439082,0.04204698456460961
0.911596774749697,0.5453039863305651,-0.38850782095170516,0.026113514017904238
0.9115567975456037,0.545303971801839,-0.3397548241706511,0.03785823185864409
0.9115168203441939,0.545303956564396,-0.2655427894653581,0.10426998896765044
0.9112369800201945,0.5453038300582345,-0.8909179023049617,0.11764492950838469
0.9128760559078137,0.5453382563131901,-0.5896649222517943,0.14706124084018005
0.9127960997989317,0.5453382719062054,-1.3215071591677552,0.09838978111055306
0.9127561217425099,0.5453382786395538,-1.2595852938363812,0.06864927956372115
0.9127161436849378,0.5453382846641291,-1.1353621265598146,0.06880316220484765
0.9126761656263437,0.5453382899799304,-1.006590739123353,0.1053779462075956
0.9125962095065995,0.5453382984852132,1.112706981856352,0.1550736936062813
0.912556231445705,0.5453383016746944,1.518035142549863,0.10495861958899778
0.9125162533842993,0.5453383041554021,-1.3925150140772677,0.08470036456663822
0.9124762753225103,0.5453383059273361,-1.429843165725349,0.08941973552876228
0.9124362972604658,0.5453383069904966,-1.4715123046848912,0.08738254065304304
0.9123963191982934,0.5453383073448831,-1.4034552183212399,0.08490798743822753
0.9123563411361211,0.5453383069904966,-1.398429041024937,0.13069591386938037
0.9123163630740766,0.5453383059273361,-1.505837491001384,0.1208627386427086
0.9122763850122876,0.5453383041554021,-1.337031449550449,0.09090354374784468
0.912236406950882,0.5453383016746944,-1.020260724950092,0.13566819113019235
0.9121964288899875,0.5453382984852132,-1.4204303021285,0.14670691325792487
0.9121564508297321,0.5453382945869585,1.4538175814569636,0.07629586655265674
0.9121164727702433,0.5453382899799304,1.406874569055768,0.14264631937368416
0.9119965385976553,0.5453382719062054,1.5313589821274103,0.12872842757575167
0.9119565605425115,0.5453382644640845,-1.4553664455616084,0.06283283477142296
0.9119165824887733,0.5453382563131901,-1.3362877591654028,0.06948410654784463
0.9118766044365685,0.5453382474535223,-1.4121941311939719,0.12300655080444926
0.9116367361626989,0.5453381794112901,-0.2770204188864504,0.06341352107683419
0.9115967581248068,0.545338165590215,-0.31309783776790095,0.03764192098476796
